name,place,osm_type,Latitude,Longitude,
Punta Brava,hamlet,nodes,21.25566230000,-77.90387890000,12/16/2016
El Tres,hamlet,nodes,21.23896840000,-77.68321890000,12/16/2016
Manacas de Jobos?¡,hamlet,nodes,22.11043210000,-79.23756120000,12/16/2016
Codicia,hamlet,nodes,22.14401240000,-80.24635840000,12/16/2016
La Cidra,hamlet,nodes,22.13540290000,-80.15525680000,12/16/2016
La Macagua,hamlet,nodes,22.15570720000,-80.09178350000,12/16/2016
Santa Rita,hamlet,nodes,22.11602320000,-80.24563250000,12/16/2016
El Jovero Nuevo,hamlet,nodes,22.12735080000,-80.17550400000,12/16/2016
Ed??n,hamlet,nodes,22.02030540000,-78.58039300000,12/16/2016
La Rosita,hamlet,nodes,22.01933930000,-79.20594950000,12/16/2016
Laberinto-Laportilla,hamlet,nodes,22.82229300000,-80.17058890000,12/16/2016
Malp?íez,hamlet,nodes,22.76755400000,-80.17671020000,12/16/2016
La Fragua,hamlet,nodes,22.02218750000,-79.46281400000,12/16/2016
El Mac?¡o,hamlet,nodes,22.01207210000,-79.41254940000,12/16/2016
Curva de Isidro,hamlet,nodes,22.02827530000,-79.35848590000,12/16/2016
Hatico,hamlet,nodes,22.13685880000,-79.44126370000,12/16/2016
Gandarilla,hamlet,nodes,22.08603670000,-79.34227550000,12/16/2016
La Veinte,hamlet,nodes,22.12450690000,-79.36846720000,12/16/2016
Curva de Neiva,hamlet,nodes,22.10221070000,-79.46546400000,12/16/2016
Caja de Agua,hamlet,nodes,22.03477860000,-79.40810230000,12/16/2016
La Prueba,hamlet,nodes,22.05461790000,-79.42808480000,12/16/2016
Calboney,hamlet,nodes,22.05811810000,-79.45477810000,12/16/2016
La Esperanza,hamlet,nodes,22.03721890000,-79.44551110000,12/16/2016
La Amistad,hamlet,nodes,22.06128010000,-79.34723220000,12/16/2016
Arroyo Grande,hamlet,nodes,22.05590150000,-79.35113670000,12/16/2016
Panchito G??mez Toro,hamlet,nodes,22.11141150000,-79.26228980000,12/16/2016
El Pueblecito,hamlet,nodes,22.09924190000,-79.26061060000,12/16/2016
Francisco Cabrera,hamlet,nodes,22.07923660000,-79.27822430000,12/16/2016
Las Varas,hamlet,nodes,22.06763980000,-79.30075070000,12/16/2016
Los Limpios,hamlet,nodes,22.04423260000,-79.28293280000,12/16/2016
Suazo,hamlet,nodes,22.26570930000,-79.82282060000,12/16/2016
Primero de Enero,hamlet,nodes,22.25584730000,-79.81228810000,12/16/2016
Cuatro Caminos,hamlet,nodes,22.35289030000,-79.80087690000,12/16/2016
La Corona,hamlet,nodes,22.36957240000,-79.83498160000,12/16/2016
Centeno,hamlet,nodes,22.30981790000,-79.21467760000,12/16/2016
Manguito,hamlet,nodes,22.25895080000,-79.22679900000,12/16/2016
Cuchilla,hamlet,nodes,22.25760580000,-79.22065280000,12/16/2016
El Cafetal,hamlet,nodes,22.13488710000,-79.23508830000,12/16/2016
Tres Guanos,hamlet,nodes,22.12426290000,-79.21925790000,12/16/2016
La Estrella,hamlet,nodes,22.71773270000,-79.71605210000,12/16/2016
Crescencio Vald??s,hamlet,nodes,22.67349340000,-79.69133680000,12/16/2016
Arroyo Naranjo,hamlet,nodes,22.68168930000,-79.70500230000,12/16/2016
Vega Redonda,hamlet,nodes,22.62633090000,-79.74173070000,12/16/2016
Las Bocas,hamlet,nodes,22.62531930000,-79.75446940000,12/16/2016
Plantel,hamlet,nodes,22.03484830000,-79.31090440000,12/16/2016
La Mulata,hamlet,nodes,22.00178460000,-79.27838780000,12/16/2016
Orlando D?¡az,hamlet,nodes,22.01309430000,-79.26938900000,12/16/2016
Ed??n,hamlet,nodes,22.01225780000,-79.25566450000,12/16/2016
Vi??as,hamlet,nodes,22.42854690000,-79.52686500000,12/16/2016
Lagunita,hamlet,nodes,22.34884610000,-79.54063280000,12/16/2016
San Manuel,hamlet,nodes,22.34329910000,-79.52157840000,12/16/2016
Urrutia,hamlet,nodes,22.31689090000,-79.53232190000,12/16/2016
La Pastora,hamlet,nodes,22.29700890000,-79.55845340000,12/16/2016
El Junco,hamlet,nodes,22.30455270000,-79.50789740000,12/16/2016
Guajabana,hamlet,nodes,22.45732110000,-79.47340760000,12/16/2016
El Mosquito,hamlet,nodes,22.60462680000,-79.86941190000,12/16/2016
Cuatro Caminos,hamlet,nodes,22.60742260000,-79.84243030000,12/16/2016
Aguada La Piedra,hamlet,nodes,22.64168770000,-79.97859990000,12/16/2016
,hamlet,nodes,22.66522270000,-79.95702340000,12/16/2016
,hamlet,nodes,22.68551110000,-79.93479720000,12/16/2016
Ojo de Agua,hamlet,nodes,22.63467890000,-79.91141800000,12/16/2016
La Perra,hamlet,nodes,21.86736830000,-79.27096310000,12/16/2016
Pelayo,hamlet,nodes,21.90451340000,-79.24221030000,12/16/2016
El Indio,hamlet,nodes,22.64709660000,-80.01053120000,12/16/2016
El Mamey 120,hamlet,nodes,22.37852070000,-80.01469200000,12/16/2016
Los Guerras,hamlet,nodes,22.46419490000,-79.98793570000,12/16/2016
Rosal?¡a,hamlet,nodes,22.44600260000,-79.62920630000,12/16/2016
Bartolom??,hamlet,nodes,22.44280720000,-79.55128390000,12/16/2016
Caturla,hamlet,nodes,22.37313460000,-79.62038760000,12/16/2016
San Andr??s,hamlet,nodes,22.36708630000,-79.63113950000,12/16/2016
Camacho,hamlet,nodes,22.64635850000,-79.64508840000,12/16/2016
Capestany,hamlet,nodes,22.26321220000,-79.62640920000,12/16/2016
Kaicaje,hamlet,nodes,22.33740500000,-79.76045810000,12/16/2016
La Vallita,hamlet,nodes,22.35542950000,-79.74520530000,12/16/2016
Las Noventa,hamlet,nodes,22.30841780000,-79.00321280000,12/16/2016
La Elisa,hamlet,nodes,22.26968270000,-79.04378690000,12/16/2016
Calienes,hamlet,nodes,22.22404510000,-79.05621840000,12/16/2016
El Ba??o,hamlet,nodes,22.22146170000,-79.07327120000,12/16/2016
La Legua,hamlet,nodes,22.21231160000,-79.04292350000,12/16/2016
La Canoa,hamlet,nodes,22.21376650000,-79.03240290000,12/16/2016
La Nenita,hamlet,nodes,22.20760530000,-79.00116220000,12/16/2016
Boquer??n,hamlet,nodes,22.17219790000,-79.02345560000,12/16/2016
Cacahual,hamlet,nodes,22.16058790000,-79.02529040000,12/16/2016
Limpios Grandes,hamlet,nodes,22.13631300000,-79.02213690000,12/16/2016
La Cuchilla,hamlet,nodes,22.14385110000,-79.05059120000,12/16/2016
Los Ramones,hamlet,nodes,22.15570840000,-79.03545760000,12/16/2016
Los Ramones,hamlet,nodes,22.10189960000,-79.05500010000,12/16/2016
Entronque Montes Grandes,hamlet,nodes,22.05663770000,-79.04329190000,12/16/2016
San Joaqu?¡n,hamlet,nodes,22.05791210000,-79.03649800000,12/16/2016
Jobo Tres,hamlet,nodes,22.01372180000,-79.02091700000,12/16/2016
Asunao,hamlet,nodes,22.19435120000,-79.07027460000,12/16/2016
Louwrey,hamlet,nodes,22.15250050000,-79.01616480000,12/16/2016
Siboney,hamlet,nodes,22.28225140000,-79.14963940000,12/16/2016
El Volc?ín,hamlet,nodes,22.29648990000,-79.17279730000,12/16/2016
San Marcos,hamlet,nodes,22.11937340000,-79.09192610000,12/16/2016
La Curva de Coca,hamlet,nodes,22.01807080000,-79.09697630000,12/16/2016
M?íximo G??mez,hamlet,nodes,22.26023230000,-79.11008400000,12/16/2016
Santa Rosa,hamlet,nodes,21.63294350000,-78.05572280000,12/16/2016
La Bermeja,hamlet,nodes,21.32472890000,-77.90390000000,12/16/2016
Mar?¡a Luisa,hamlet,nodes,22.40000070000,-79.61087620000,12/16/2016
El Llano,hamlet,nodes,22.37127540000,-79.51181440000,12/16/2016
Playa Vitoria,hamlet,nodes,22.38125810000,-79.20215620000,12/16/2016
Punta de Judas,hamlet,nodes,22.38117810000,-78.99819400000,12/16/2016
Hortelano Dos,hamlet,nodes,22.19748380000,-79.50095220000,12/16/2016
Mujica,hamlet,nodes,22.31470630000,-79.50219870000,12/16/2016
Las Bocas,hamlet,nodes,22.25031060000,-79.50979480000,12/16/2016
,hamlet,nodes,22.24179530000,-79.49631930000,12/16/2016
La Yaya,hamlet,nodes,22.14772160000,-79.47973000000,12/16/2016
Yabucito,hamlet,nodes,22.58376850000,-80.15141130000,12/16/2016
El Colorado,hamlet,nodes,21.87500520000,-80.14973820000,12/16/2016
Guabina,hamlet,nodes,22.22193770000,-79.96691290000,12/16/2016
,hamlet,nodes,22.25898390000,-79.94791740000,12/16/2016
Aguas Blancas,hamlet,nodes,22.27189140000,-79.98318850000,12/16/2016
Casanova,hamlet,nodes,22.26674840000,-79.98829550000,12/16/2016
El Queso,hamlet,nodes,22.28363500000,-79.97804770000,12/16/2016
El Rosario,hamlet,nodes,22.30493950000,-79.98541340000,12/16/2016
Rebacadero,hamlet,nodes,22.27505640000,-79.89367800000,12/16/2016
El Roble,hamlet,nodes,22.30283600000,-80.02212770000,12/16/2016
Manacal,hamlet,nodes,22.30772840000,-80.04000840000,12/16/2016
Orostimbo,hamlet,nodes,22.28775610000,-80.04466480000,12/16/2016
El Brillante,hamlet,nodes,22.29598570000,-80.01307900000,12/16/2016
Zapatero,hamlet,nodes,22.25748790000,-80.03425220000,12/16/2016
La Rubia,hamlet,nodes,22.78035680000,-80.08177720000,12/16/2016
,hamlet,nodes,21.95081760000,-80.26449460000,12/16/2016
,hamlet,nodes,21.99272870000,-80.23073830000,12/16/2016
M?írtires de Cumanayagua,hamlet,nodes,22.16785680000,-80.21046390000,12/16/2016
San Francisco,hamlet,nodes,22.02486400000,-80.31199590000,12/16/2016
San Juan,hamlet,nodes,21.92192150000,-80.27150630000,12/16/2016
Chicharrones,hamlet,nodes,22.30694440000,-80.19805490000,12/16/2016
Esperanza,hamlet,nodes,22.30645300000,-80.23003760000,12/16/2016
Adela,hamlet,nodes,21.78526630000,-78.27730480000,12/16/2016
Sevilla,hamlet,nodes,22.77487420000,-80.25504570000,12/16/2016
Pedro Salas,hamlet,nodes,22.79948290000,-80.26904220000,12/16/2016
La Movida,hamlet,nodes,22.40558420000,-79.88303870000,12/16/2016
Cuyuj?¡,hamlet,nodes,21.75711330000,-79.84679880000,12/16/2016
Hortensia,hamlet,nodes,21.96726260000,-78.44223770000,12/16/2016
El Guayo,hamlet,nodes,21.96335420000,-79.01894120000,12/16/2016
La Majagua,hamlet,nodes,22.41617100000,-80.18903140000,12/16/2016
Las Nuevas,hamlet,nodes,22.43383630000,-80.25578920000,12/16/2016
Mora,hamlet,nodes,22.37531730000,-80.29055360000,12/16/2016
Trancas,hamlet,nodes,22.44221160000,-80.21858400000,12/16/2016
San Jos?? de Guacacoa,hamlet,nodes,22.24878610000,-80.06967370000,12/16/2016
Biajaca,hamlet,nodes,22.22725820000,-80.07618770000,12/16/2016
Sitio Nuevo,hamlet,nodes,22.60089340000,-80.07377970000,12/16/2016
San Jos??,hamlet,nodes,22.60447750000,-80.06370660000,12/16/2016
,hamlet,nodes,21.98172560000,-80.18794110000,12/16/2016
Tarapaca,hamlet,nodes,22.39913570000,-80.18663410000,12/16/2016
Tumba La Burra,hamlet,nodes,22.43539620000,-80.07289230000,12/16/2016
La Criolla,hamlet,nodes,22.55920710000,-80.19529680000,12/16/2016
Las Glorias,hamlet,nodes,22.60292170000,-80.22059730000,12/16/2016
Dolores,hamlet,nodes,22.60121710000,-80.16596980000,12/16/2016
Platanical,hamlet,nodes,22.53039880000,-80.16367380000,12/16/2016
San Jos??,hamlet,nodes,22.53180270000,-80.13452940000,12/16/2016
Armon?¡a,hamlet,nodes,22.80509510000,-79.96336140000,12/16/2016
Los Guaos,hamlet,nodes,22.41335660000,-80.33428040000,12/16/2016
La Vega,hamlet,nodes,22.41620240000,-80.32432900000,12/16/2016
La Ceiba,hamlet,nodes,21.83626750000,-79.67425980000,12/16/2016
La Veinte y Tres,hamlet,nodes,21.86834200000,-79.68074000000,12/16/2016
La Hormiga,hamlet,nodes,22.02209380000,-79.70546720000,12/16/2016
Los Cerros,hamlet,nodes,22.03059330000,-79.71237610000,12/16/2016
Jarao,hamlet,nodes,21.85279070000,-79.47259010000,12/16/2016
Las Yayas,hamlet,nodes,21.86182720000,-79.43473880000,12/16/2016
Mar?¡a Petronila,hamlet,nodes,21.89870910000,-79.45679720000,12/16/2016
El Cafetal,hamlet,nodes,21.90448700000,-79.48812330000,12/16/2016
Sancti Sp?¡ritus,city,nodes,21.92756670000,-79.44321100000,12/16/2016
Bernal Cinco,hamlet,nodes,21.83605870000,-79.08786140000,12/16/2016
Las Trozas,hamlet,nodes,21.83394910000,-79.05028160000,12/16/2016
La Angelina,hamlet,nodes,21.87727050000,-79.17438460000,12/16/2016
Valle Azul,hamlet,nodes,21.90422380000,-79.11939150000,12/16/2016
El Perico,hamlet,nodes,21.94608780000,-79.09220150000,12/16/2016
Colorado,hamlet,nodes,21.94427450000,-79.07530380000,12/16/2016
Trilladeras,hamlet,nodes,21.94173510000,-79.05778080000,12/16/2016
Purialito,hamlet,nodes,21.97459080000,-79.08879760000,12/16/2016
Pablo P??rez,hamlet,nodes,21.96749000000,-79.12722130000,12/16/2016
El Cinco,hamlet,nodes,21.95433920000,-79.18345290000,12/16/2016
El Segundo Seis,hamlet,nodes,21.95648500000,-79.16036270000,12/16/2016
El Americano,hamlet,nodes,21.74475520000,-79.02842530000,12/16/2016
La Rosita,hamlet,nodes,21.95889750000,-79.40642240000,12/16/2016
San Jos?? de las Minas,hamlet,nodes,21.93267630000,-79.41732990000,12/16/2016
Pena,hamlet,nodes,23.07528060000,-81.36591690000,12/16/2016
Rivero Dos,hamlet,nodes,22.36677940000,-78.88561860000,12/16/2016
,hamlet,nodes,22.11035250000,-78.92138240000,12/16/2016
Roberto Carvajal,hamlet,nodes,22.10654820000,-78.92765620000,12/16/2016
Las Pojas,hamlet,nodes,22.10451720000,-78.93620730000,12/16/2016
El Purial,hamlet,nodes,22.14127930000,-78.98978930000,12/16/2016
Rancho Grande,hamlet,nodes,22.18281950000,-78.90896930000,12/16/2016
La Portada Espinosa,hamlet,nodes,22.17642880000,-78.92769380000,12/16/2016
Amin Claik,hamlet,nodes,22.20616850000,-78.91615840000,12/16/2016
Los Cacaos,hamlet,nodes,22.17788670000,-78.91231830000,12/16/2016
Las Cejas,hamlet,nodes,22.10251310000,-78.66988320000,12/16/2016
ECIL,hamlet,nodes,22.10412210000,-78.66041050000,12/16/2016
M?írtires del Granma,hamlet,nodes,22.10499490000,-78.67694740000,12/16/2016
Vega,hamlet,nodes,22.11651340000,-78.70125590000,12/16/2016
Jos?? Luis Tasende,hamlet,nodes,22.06898680000,-78.69587300000,12/16/2016
El Quemado,hamlet,nodes,22.06532260000,-78.62892850000,12/16/2016
El Chillante,hamlet,nodes,22.05179260000,-78.62374560000,12/16/2016
,hamlet,nodes,22.05262250000,-78.54340820000,12/16/2016
,hamlet,nodes,22.05786040000,-78.47370290000,12/16/2016
Rinconada,hamlet,nodes,22.07800080000,-78.44522550000,12/16/2016
La Loma,hamlet,nodes,22.07934440000,-78.48543880000,12/16/2016
Santa B?írbara,hamlet,nodes,22.03637420000,-78.55874240000,12/16/2016
La Rosa,hamlet,nodes,22.09555820000,-78.55755390000,12/16/2016
,hamlet,nodes,22.07422420000,-78.52059370000,12/16/2016
La Ceiba,hamlet,nodes,22.07490040000,-78.53328210000,12/16/2016
El Palmar,hamlet,nodes,22.08498620000,-78.53606880000,12/16/2016
Saladrigas,hamlet,nodes,22.07172600000,-78.58511390000,12/16/2016
La Teresa,hamlet,nodes,22.07009360000,-78.60068170000,12/16/2016
Mor??n,city,nodes,22.10671530000,-78.62697370000,12/16/2016
Las Llaves,hamlet,nodes,22.09204750000,-78.49054570000,12/16/2016
Fabal,hamlet,nodes,22.08698810000,-78.39701040000,12/16/2016
la veinteidos,hamlet,nodes,22.07353400000,-78.41091210000,12/16/2016
Buenavista,hamlet,nodes,22.07367580000,-78.42429490000,12/16/2016
La Veintiuno,hamlet,nodes,22.07252810000,-78.37730380000,12/16/2016
Mu??iz,hamlet,nodes,22.10237150000,-78.34852120000,12/16/2016
Loma Ciega,hamlet,nodes,22.12595670000,-78.63634550000,12/16/2016
Laguna de la Leche,hamlet,nodes,22.16833040000,-78.63216430000,12/16/2016
Laguna La Redonda,hamlet,nodes,22.21357860000,-78.57076270000,12/16/2016
El Salado,hamlet,nodes,22.24059970000,-78.59761650000,12/16/2016
Manati,hamlet,nodes,22.24575750000,-78.47960510000,12/16/2016
Playa de Tinaja,hamlet,nodes,22.25423600000,-78.45750350000,12/16/2016
Trucut??,hamlet,nodes,21.82272490000,-78.36259170000,12/16/2016
El Mexicano,hamlet,nodes,21.84200420000,-78.42884460000,12/16/2016
Boca de Nasa (Bocanaza),hamlet,nodes,21.93523550000,-78.38728220000,12/16/2016
Loma de Kindel?ín,hamlet,nodes,21.92825080000,-78.38616060000,12/16/2016
Sabanitas,hamlet,nodes,21.91787190000,-78.38152210000,12/16/2016
Kindelan,hamlet,nodes,21.92092450000,-78.39695040000,12/16/2016
Veracruz,hamlet,nodes,21.89413980000,-78.42804850000,12/16/2016
,hamlet,nodes,21.89505020000,-78.42061000000,12/16/2016
,hamlet,nodes,21.88834140000,-78.42640910000,12/16/2016
El Rosario,hamlet,nodes,21.88712000000,-78.39871080000,12/16/2016
San Mart?¡n,hamlet,nodes,21.88844320000,-78.38407390000,12/16/2016
Sabanita,hamlet,nodes,21.87853980000,-78.38837020000,12/16/2016
,hamlet,nodes,21.89675660000,-78.35965800000,12/16/2016
Monte Quemado,hamlet,nodes,21.37168660000,-77.35215090000,12/16/2016
San Bartolo,hamlet,nodes,21.34385900000,-77.38242010000,12/16/2016
Yumais?¡,hamlet,nodes,21.35575420000,-77.36050260000,12/16/2016
Santa Mar?¡a,hamlet,nodes,21.49132280000,-77.33400000000,12/16/2016
El Angel,hamlet,nodes,21.45953700000,-77.43236760000,12/16/2016
Los Ba??os,hamlet,nodes,21.38840150000,-78.38640320000,12/16/2016
Juruquey,hamlet,nodes,21.41920380000,-77.92797800000,12/16/2016
La Berta,hamlet,nodes,21.38843800000,-77.40194050000,12/16/2016
El Sao,hamlet,nodes,21.39815900000,-77.38372400000,12/16/2016
"Zona Arqueol??gica ""El Chorrito""",hamlet,nodes,21.54220970000,-77.23621310000,12/16/2016
Eugenia Dos,hamlet,nodes,21.23963840000,-77.74824640000,12/16/2016
El Guayabo,hamlet,nodes,21.26830430000,-77.75196860000,12/16/2016
Tel??maco,hamlet,nodes,21.35607310000,-77.81768340000,12/16/2016
,hamlet,nodes,21.32422870000,-77.74313090000,12/16/2016
Montejo,hamlet,nodes,21.34842290000,-77.81090500000,12/16/2016
Barreto,hamlet,nodes,21.47022870000,-77.51535550000,12/16/2016
El Tropez??n,hamlet,nodes,21.39882910000,-77.09549510000,12/16/2016
Carmen,hamlet,nodes,21.42827410000,-77.13828020000,12/16/2016
Los Angeles,hamlet,nodes,21.48528390000,-77.64117080000,12/16/2016
Ant??n,hamlet,nodes,21.40417760000,-77.67404560000,12/16/2016
Loma Azul,hamlet,nodes,21.42025880000,-77.68561130000,12/16/2016
,hamlet,nodes,21.41855960000,-77.30942310000,12/16/2016
La Oriental,hamlet,nodes,21.39856820000,-77.36931180000,12/16/2016
El Cafetal,hamlet,nodes,21.38727900000,-77.29460060000,12/16/2016
La Fortuna,hamlet,nodes,21.38489160000,-77.86404490000,12/16/2016
Varela,hamlet,nodes,21.37938910000,-77.66336730000,12/16/2016
La Rosal?¡a,hamlet,nodes,21.39667160000,-77.23450650000,12/16/2016
La Teja,hamlet,nodes,21.41626670000,-77.21658990000,12/16/2016
San Basilio,hamlet,nodes,21.41451100000,-77.17383170000,12/16/2016
Jos?? Antonio Echeverr?¡a,hamlet,nodes,21.46753320000,-77.70696170000,12/16/2016
Finca Habana,hamlet,nodes,21.48722370000,-77.66369620000,12/16/2016
Entre R?¡os,hamlet,nodes,21.44133140000,-77.64891870000,12/16/2016
Crucero Barquero,hamlet,nodes,21.94925220000,-79.11883470000,12/16/2016
Juan Criollo Tres,hamlet,nodes,21.96850490000,-79.10561350000,12/16/2016
Juan Ben?¡tez,hamlet,nodes,21.99695770000,-79.12810330000,12/16/2016
El T??nel,hamlet,nodes,21.95027600000,-79.14733150000,12/16/2016
Rollete,hamlet,nodes,21.97379810000,-79.14709110000,12/16/2016
,hamlet,nodes,22.12210220000,-78.88449870000,12/16/2016
,hamlet,nodes,22.12055590000,-78.88915790000,12/16/2016
Santa Clarita,hamlet,nodes,22.17836230000,-78.89701200000,12/16/2016
Palma,hamlet,nodes,22.20680850000,-78.84077150000,12/16/2016
,hamlet,nodes,22.17610090000,-78.83985970000,12/16/2016
Vigil,hamlet,nodes,22.16993110000,-78.82076330000,12/16/2016
El Calvario,hamlet,nodes,22.15476160000,-78.83794620000,12/16/2016
,hamlet,nodes,22.26832220000,-78.83451110000,12/16/2016
,hamlet,nodes,22.25250090000,-78.85507020000,12/16/2016
Reforma Tres,hamlet,nodes,21.99953470000,-79.00164750000,12/16/2016
Jobo Cinco,hamlet,nodes,22.02378050000,-78.99665820000,12/16/2016
Jobo Siete,hamlet,nodes,22.04070140000,-78.99850490000,12/16/2016
San Atanasio,hamlet,nodes,22.05627860000,-78.89346670000,12/16/2016
El Aguacate,hamlet,nodes,22.07305220000,-78.90852780000,12/16/2016
El Serrucho,hamlet,nodes,22.08110310000,-78.94867290000,12/16/2016
La Cadena,hamlet,nodes,22.07705890000,-78.97449120000,12/16/2016
La Vega,hamlet,nodes,22.07099350000,-78.99539680000,12/16/2016
Alicante,hamlet,nodes,21.98539230000,-79.40034000000,12/16/2016
Malezal Cuatro,hamlet,nodes,21.96804510000,-78.45672460000,12/16/2016
La Cabera,hamlet,nodes,21.93066910000,-78.57997530000,12/16/2016
Presa Esbec,hamlet,nodes,21.80846850000,-79.34169150000,12/16/2016
El Ahorcado,hamlet,nodes,21.77550300000,-79.07639350000,12/16/2016
Vanguardia Socialista,hamlet,nodes,21.78370930000,-79.48941410000,12/16/2016
Chorrera,hamlet,nodes,21.79378790000,-79.33508930000,12/16/2016
Marujise,hamlet,nodes,21.52168630000,-77.33175050000,12/16/2016
Ruano,hamlet,nodes,22.13309370000,-78.82834620000,12/16/2016
El Guaj??n,hamlet,nodes,21.92163220000,-79.49336140000,12/16/2016
El Pinto,hamlet,nodes,21.85067670000,-79.54512100000,12/16/2016
Las Damas,hamlet,nodes,21.81564720000,-79.57309570000,12/16/2016
Los Limpios,hamlet,nodes,21.80351080000,-79.58568190000,12/16/2016
Pozo Colorado,hamlet,nodes,21.79705750000,-79.61757290000,12/16/2016
Los Molinos,hamlet,nodes,21.80739300000,-79.69295720000,12/16/2016
El Taje,hamlet,nodes,21.78956230000,-79.82235180000,12/16/2016
Pinto,hamlet,nodes,21.85057560000,-79.30643230000,12/16/2016
Dos R?¡os,hamlet,nodes,21.95271120000,-79.35730610000,12/16/2016
Vega Grande,hamlet,nodes,21.93187010000,-79.34727990000,12/16/2016
Dos Victorias,hamlet,nodes,21.99430690000,-79.37523370000,12/16/2016
Buena Vista,hamlet,nodes,21.99629650000,-79.38204650000,12/16/2016
,hamlet,nodes,21.98301550000,-78.58686810000,12/16/2016
,hamlet,nodes,21.95466850000,-78.60700610000,12/16/2016
Delia,hamlet,nodes,21.95994180000,-78.52211250000,12/16/2016
,hamlet,nodes,21.94487600000,-78.52745320000,12/16/2016
Las Mar?¡as Vieja,hamlet,nodes,21.92166940000,-78.53557190000,12/16/2016
,hamlet,nodes,21.91830380000,-78.52865020000,12/16/2016
Buey de Oro,hamlet,nodes,21.91333720000,-78.66422160000,12/16/2016
Cacahual Viejo,hamlet,nodes,21.98088720000,-78.63219480000,12/16/2016
San Antonio,hamlet,nodes,22.00450440000,-78.38790710000,12/16/2016
Sabic??,hamlet,nodes,21.91308630000,-78.35988190000,12/16/2016
Las Alegr?¡as,hamlet,nodes,22.01435830000,-78.59377600000,12/16/2016
Las Veguitas,hamlet,nodes,21.70534860000,-77.95763420000,12/16/2016
Las Ochenta y Dos,hamlet,nodes,21.80102530000,-77.95357460000,12/16/2016
San Francisco,hamlet,nodes,21.78935320000,-77.95108510000,12/16/2016
Playa de G??aney,hamlet,nodes,22.03036440000,-78.02806490000,12/16/2016
San Crist??bal,hamlet,nodes,21.09441730000,-76.40808130000,12/16/2016
San Mateo,hamlet,nodes,21.10187910000,-76.39632230000,12/16/2016
Cruce de Mateo,hamlet,nodes,21.08163290000,-76.39831590000,12/16/2016
Calder??n,hamlet,nodes,21.07213020000,-76.39072440000,12/16/2016
Bejuquero Dos,hamlet,nodes,21.12845790000,-76.41095250000,12/16/2016
Bejuquero Uno,hamlet,nodes,21.14127850000,-76.40916340000,12/16/2016
Vegas de Mano,hamlet,nodes,21.13751370000,-76.39024540000,12/16/2016
Versalles,hamlet,nodes,21.11586980000,-77.08285150000,12/16/2016
Mastrapa,hamlet,nodes,21.10865040000,-77.05372280000,12/16/2016
Las Flores,hamlet,nodes,21.10366020000,-77.02843820000,12/16/2016
Entronque Leban??n,hamlet,nodes,21.04741520000,-77.08546270000,12/16/2016
Entronque Carretera,hamlet,nodes,21.03005850000,-77.09303660000,12/16/2016
Las Brisas,hamlet,nodes,21.40939490000,-77.77468340000,12/16/2016
Las Clavellinas,hamlet,nodes,21.41868690000,-77.77587720000,12/16/2016
Las Cuabas,hamlet,nodes,21.39780070000,-77.77956180000,12/16/2016
La Paz de Im?¡as,hamlet,nodes,21.67698460000,-77.81440500000,12/16/2016
Los Pilones,hamlet,nodes,21.76617670000,-77.76886690000,12/16/2016
Mexico,hamlet,nodes,21.77468890000,-77.81411220000,12/16/2016
Playa La Jibara,hamlet,nodes,21.27644990000,-76.70501070000,12/16/2016
Santa Teresa Dos,hamlet,nodes,21.23922900000,-76.79146740000,12/16/2016
Villa Nueva,hamlet,nodes,21.57463300000,-78.20991760000,12/16/2016
La Pollera,hamlet,nodes,21.66076930000,-78.21434440000,12/16/2016
Galan,hamlet,nodes,21.91179700000,-78.23321380000,12/16/2016
Yamagua,hamlet,nodes,21.75448680000,-78.27467840000,12/16/2016
Maria Lola,hamlet,nodes,21.76345470000,-78.27052050000,12/16/2016
,hamlet,nodes,21.87711190000,-78.30468200000,12/16/2016
,hamlet,nodes,21.73495060000,-78.25102480000,12/16/2016
Lola,hamlet,nodes,21.69919960000,-78.30349520000,12/16/2016
El Uno de Santiago Lepes,hamlet,nodes,21.65793950000,-78.31438690000,12/16/2016
,hamlet,nodes,21.65018630000,-78.26878080000,12/16/2016
,hamlet,nodes,21.67074170000,-78.31239810000,12/16/2016
Monte,hamlet,nodes,21.77756210000,-78.22937620000,12/16/2016
Las Bocas,hamlet,nodes,21.48711630000,-77.85119630000,12/16/2016
Arroy??n,hamlet,nodes,21.43138850000,-77.82065140000,12/16/2016
Paso de Lesca,hamlet,nodes,21.60918950000,-77.84322170000,12/16/2016
La Cantera,hamlet,nodes,21.59385360000,-77.81830870000,12/16/2016
Cubita Madura,hamlet,nodes,21.72788970000,-77.85624470000,12/16/2016
Las Guiras,hamlet,nodes,21.67198960000,-77.93161110000,12/16/2016
Playa de Jig??ey,hamlet,nodes,21.91176310000,-77.92822600000,12/16/2016
,hamlet,nodes,21.23353230000,-77.70100950000,12/16/2016
Providencia,hamlet,nodes,21.30560310000,-77.68242450000,12/16/2016
Sitio Alegre,hamlet,nodes,21.26502640000,-77.68860480000,12/16/2016
Ignacio,hamlet,nodes,21.27400860000,-77.73886090000,12/16/2016
Embarcadero de Santa Mar?¡a,hamlet,nodes,21.29234880000,-78.48696670000,12/16/2016
Isabel Hortensia,hamlet,nodes,21.36011390000,-77.96005730000,12/16/2016
California,hamlet,nodes,21.37230360000,-77.42449090000,12/16/2016
